,attention,name,num_nodes,docs
405,0.0015797789674252272,american dream,2,"[309, 30]"
2094,0.0015797789674252272,arrive early,4,"[296, 260, 621, 759]"
161,0.0015797789674252272,since,5,"[912, 978, 18, 404, 855]"
2110,0.0015797789674252272,revelations,3,"[336, 265, 554]"
659,0.0015797789674252272,help prevent,2,"[44, 820]"
2808,0.0015797789674252272,inventory,2,"[513, 914]"
155,0.0015797789674252272,crisis,8,"[352, 585, 18, 594, 725, 278, 279, 92]"
2085,0.0015797789674252272,live via,4,"[296, 260, 621, 759]"
2494,0.0015797789674252272,continued,6,"[389, 553, 654, 913, 858, 382]"
885,0.0015797789674252272,announcement,2,"[72, 573]"
2128,0.0015797789674252272,attendance,5,"[719, 271, 820, 473, 858]"
1649,0.0015797789674252272,thanks,4,"[184, 958, 414, 464]"
631,0.0015797789674252272,cnn,5,"[40, 881, 500, 247, 314]"
1361,0.0015797789674252272,doorstep crime,5,"[140, 436, 695, 632, 799]"
429,0.0015797789674252272,humble beginnings,2,"[309, 30]"
1362,0.0015797789674252272,kent police,5,"[140, 436, 695, 632, 799]"
2147,0.0015797789674252272,lying,5,"[582, 554, 786, 311, 283]"
1386,0.0015797789674252272,demand,6,"[203, 619, 464, 241, 786, 147]"
2534,0.0015797789674252272,stress,2,"[393, 660]"
2166,0.0015797789674252272,first two,2,"[545, 291]"
610,0.0015797789674252272,conspiracy theories,4,"[552, 923, 984, 39]"
1156,0.0015797789674252272,guarantee,4,"[112, 835, 691, 917]"
1190,0.0015797789674252272,nonprofit civil,2,"[192, 114]"
2333,0.0015797789674252272,sent,4,"[376, 562, 332, 340]"
1089,0.0015797789674252272,ideas,2,"[104, 354]"
2923,0.0015797789674252272,strain,3,"[561, 946, 901]"
1573,0.0015797789674252272,facebook page,4,"[176, 840, 341, 630]"
1103,0.0015797789674252272,add,2,"[109, 429]"
3108,0.0015797789674252272,addressed,3,"[715, 726, 975]"
1076,0.0015797789674252272,patience,3,"[554, 948, 102]"
2228,0.0015797789674252272,obtaining,2,"[560, 309]"
1927,0.0015797789674252272,human rights,4,"[635, 484, 630, 239]"
2715,0.0015797789674252272,next governor,3,"[801, 467, 734]"
1580,0.0015797789674252272,eating,2,"[177, 237]"
3112,0.0015797789674252272,school closures,2,"[716, 735]"
2670,0.0015797789674252272,born,2,"[649, 445]"
994,0.0015797789674252272,perception,3,"[745, 82, 923]"
1068,0.0015797789674252272,summer,4,"[858, 468, 100, 558]"
520,0.0015797789674252272,ability,10,"[582, 713, 777, 302, 239, 720, 910, 348, 188, 30]"
2675,0.0015797789674252272,presented,3,"[1032, 858, 445]"
996,0.0015797789674252272,driving,3,"[82, 975, 247]"
1579,0.0015797789674252272,mask except,2,"[177, 237]"
506,0.0015797789674252272,strive,3,"[266, 30, 991]"
1581,0.0015797789674252272,entry,4,"[177, 237, 757, 575]"
573,0.0015797789674252272,taxpayers,3,"[720, 809, 34]"
1591,0.0015797789674252272,student id,2,"[177, 237]"
62,0.0015797789674252272,role,8,"[6, 390, 519, 270, 239, 18, 126, 991]"
2897,0.0015797789674252272,ownership,2,"[554, 837]"
1035,0.0015797789674252272,optimistic,3,"[92, 214, 255]"
1587,0.0015797789674252272,requiring ticketed,2,"[177, 237]"
1978,0.0015797789674252272,million people,3,"[410, 295, 247]"
1956,0.0015797789674252272,rally,2,"[241, 660]"
248,0.0015797789674252272,consequences,5,"[18, 660, 535, 506, 157]"
1586,0.0015797789674252272,two items,2,"[177, 237]"
2736,0.0015797789674252272,chairman,4,"[848, 493, 1028, 477]"
1483,0.0015797789674252272,ended,4,"[361, 514, 163, 991]"
1592,0.0015797789674252272,columbia regulations,2,"[177, 237]"
1584,0.0015797789674252272,drinking,2,"[177, 237]"
1652,0.0015797788510099053,state legislator,2,"[185, 844]"
1654,0.0015797788510099053,rising,2,"[185, 967]"
1651,0.0015797788510099053,legislators,4,"[648, 185, 581, 591]"
1551,0.0015797788510099053,central coast,2,"[171, 973]"
1552,0.0015797788510099053,working hours,3,"[240, 171, 973]"
2967,0.0015797788510099053,fund,3,"[585, 602, 729]"
1655,0.0015797788510099053,denied,2,"[185, 487]"
1657,0.0015797788510099053,prescription,2,"[185, 299]"
1550,0.0015797788510099053,home care,3,"[171, 973, 203]"
1549,0.0015797788510099053,agency,2,"[171, 973]"
2968,0.0015797788510099053,performance,2,"[588, 991]"
1658,0.0015797788510099053,download,2,"[186, 581]"
1692,0.0015797788510099053,already stretched,2,"[850, 190]"
1539,0.0015797788510099053,x paid,2,"[171, 973]"
1664,0.0015797788510099053,concerns,5,"[259, 913, 979, 188, 447]"
1545,0.0015797788510099053,eligibility cell,2,"[171, 973]"
1541,0.0015797788510099053,state mandate,2,"[171, 973]"
1688,0.0015797788510099053,consistent,3,"[265, 190, 519]"
1542,0.0015797788510099053,get access,3,"[1040, 171, 973]"
2957,0.0015797788510099053,directors,2,"[576, 974]"
1543,0.0015797788510099053,every shift,2,"[171, 973]"
1687,0.0015797788510099053,heavy handed,2,"[192, 190]"
1544,0.0015797788510099053,hires amazing,2,"[171, 973]"
1546,0.0015797788510099053,flexible hours,2,"[171, 973]"
1668,0.0015797788510099053,harmful,3,"[1028, 188, 933]"
1686,0.0015797788510099053,social care,2,"[585, 190]"
1547,0.0015797788510099053,feel,6,"[519, 171, 781, 366, 973, 535]"
1548,0.0015797788510099053,needed benefits,2,"[171, 973]"
1684,0.0015797788510099053,mandatory vaccination,2,"[939, 190]"
1540,0.0015797788510099053,weekend shifts,2,"[171, 973]"
2963,0.0015797788510099053,seeking,4,"[930, 730, 837, 582]"
2964,0.0015797788510099053,thrilled,3,"[683, 596, 582]"
2969,0.0015797788510099053,zoom meeting,2,"[618, 588]"
1631,0.0015797788510099053,association,2,"[180, 214]"
1555,0.0015797788510099053,compensation hour,2,"[171, 973]"
1617,0.0015797788510099053,labour party,2,"[1032, 178]"
1559,0.0015797788510099053,caregiving weekly,2,"[171, 973]"
1560,0.0015797788510099053,thermometer,2,"[171, 973]"
1561,0.0015797788510099053,happy caregivers,2,"[171, 973]"
1608,0.0015797788510099053,ethics,2,"[177, 418]"
1564,0.0015797788510099053,convenient,3,"[973, 171, 947]"
1567,0.0015797788510099053,humans,3,"[329, 196, 174]"
2974,0.0015797788510099053,pleased,3,"[594, 812, 858]"
1576,0.0015797788510099053,hide,2,"[176, 491]"
1604,0.0015797788510099053,audience,3,"[177, 948, 670]"
1578,0.0015797788510099053,afford,3,"[176, 185, 887]"
1603,0.0015797788510099053,minimum,3,"[177, 506, 237]"
1695,0.0015797788510099053,mandatory vaccinations,2,"[939, 190]"
1585,0.0015797788510099053,requiring proof,3,"[177, 237, 887]"
1596,0.0015797788510099053,understanding,2,"[177, 746]"
1588,0.0015797788510099053,inherited,2,"[177, 389]"
1589,0.0015797788510099053,political philosophy,2,"[177, 418]"
1595,0.0015797788510099053,bear,2,"[177, 348]"
1616,0.0015797788510099053,also seen,2,"[178, 247]"
1618,0.0015797788510099053,disgusted,2,"[178, 493]"
1556,0.0015797788510099053,hca registered,2,"[171, 973]"
1619,0.0015797788510099053,protect public,2,"[178, 910]"
2970,0.0015797788510099053,rather,2,"[890, 589]"
1640,0.0015797788510099053,examine,2,"[725, 181]"
1639,0.0015797788510099053,care homes,2,"[953, 181]"
1637,0.0015797788510099053,coalition,4,"[596, 180, 551, 407]"
1636,0.0015797788510099053,afghanistan,3,"[890, 659, 180]"
1635,0.0015797788510099053,challenge,6,"[975, 336, 307, 180, 604, 734]"
1634,0.0015797788510099053,advisor,2,"[697, 180]"
1557,0.0015797788510099053,caregivers like,2,"[171, 973]"
1593,0.0015797788510099053,past,7,"[649, 239, 177, 626, 214, 247, 891]"
1629,0.0015797788510099053,culture,2,"[418, 180]"
1627,0.0015797788510099053,award winning,2,"[180, 260]"
1626,0.0015797788510099053,domestic violence,5,"[384, 940, 814, 240, 180]"
1624,0.0015797788510099053,divide,2,"[178, 214]"
1623,0.0015797788510099053,corruption,3,"[178, 975, 567]"
1558,0.0015797788510099053,others let,2,"[171, 973]"
1622,0.0015797788510099053,racism,4,"[496, 178, 902, 670]"
1621,0.0015797788510099053,attacks,2,"[178, 398]"
2956,0.0015797788510099053,strengthening,2,"[576, 974]"
1613,0.0015797788510099053,costs,2,"[177, 935]"
1697,0.0015797788510099053,staffing crisis,2,"[190, 278]"
1698,0.0015797788510099053,union,2,"[428, 190]"
2922,0.0015797788510099053,emergency services,2,"[561, 901]"
2924,0.0015797788510099053,albany politicians,2,"[561, 901]"
1842,0.0015797788510099053,legislative session,2,"[400, 217]"
2925,0.0015797788510099053,office must,2,"[561, 901]"
2926,0.0015797788510099053,efficiently,2,"[561, 901]"
2927,0.0015797788510099053,ontario county,2,"[561, 901]"
1827,0.0015797788510099053,strong,2,"[214, 975]"
1826,0.0015797788510099053,focused,5,"[389, 240, 467, 214, 923]"
1825,0.0015797788510099053,worked hard,2,"[609, 214]"
1824,0.0015797788510099053,compete,2,"[214, 519]"
1823,0.0015797788510099053,also know,3,"[618, 214, 906]"
1820,0.0015797788510099053,ball,2,"[734, 214]"
1819,0.0015797788510099053,eye,2,"[309, 214]"
1818,0.0015797788510099053,row,2,"[893, 214]"
1817,0.0015797788510099053,board meeting,2,"[726, 214]"
2928,0.0015797788510099053,bank details,2,"[562, 651]"
2931,0.0015797788510099053,energy,3,"[670, 566, 975]"
2932,0.0015797788510099053,becoming,3,"[1032, 747, 566]"
2933,0.0015797788510099053,middle east,2,"[566, 975]"
2934,0.0015797788510099053,would provide,2,"[860, 567]"
2937,0.0015797788510099053,one time,2,"[906, 567]"
2938,0.0015797788510099053,contract,2,"[588, 567]"
2940,0.0015797788510099053,block,2,"[686, 567]"
2941,0.0015797788510099053,removal,2,"[611, 567]"
2944,0.0015797788510099053,vision,3,"[743, 573, 575]"
2921,0.0015797788510099053,finger lakes,2,"[561, 901]"
1852,0.0015797788510099053,lib dems,2,"[953, 222]"
1853,0.0015797788510099053,sense,2,"[618, 223]"
2908,0.0015797788510099053,wine,2,"[554, 820]"
1888,0.0015797788510099053,statements,2,"[237, 726]"
1886,0.0015797788510099053,past five,4,"[743, 237, 901, 487]"
1884,0.0015797788510099053,communication,4,"[840, 237, 902, 975]"
1883,0.0015797788510099053,united nations,3,"[967, 237, 239]"
1882,0.0015797788510099053,latter,2,"[237, 519]"
2907,0.0015797788510099053,honour,2,"[554, 893]"
1879,0.0015797788510099053,meaning,2,"[235, 535]"
1878,0.0015797788510099053,generation,2,"[890, 235]"
1877,0.0015797788510099053,many different,3,"[649, 234, 615]"
1875,0.0015797788510099053,magazine,2,"[234, 759]"
1874,0.0015797788510099053,financial hardship,2,"[234, 835]"
2909,0.0015797788510099053,warning,3,"[697, 554, 630]"
2920,0.0015797788510099053,office back,2,"[561, 901]"
2911,0.0015797788510099053,changed since,2,"[554, 894]"
2912,0.0015797788510099053,oil,3,"[727, 566, 559]"
1867,0.0015797788510099053,two weeks,2,"[511, 231]"
1866,0.0015797788510099053,lens,2,"[355, 231]"
1864,0.0015797788510099053,except,3,"[492, 229, 247]"
2914,0.0015797788510099053,scared,4,"[1000, 660, 566, 559]"
2915,0.0015797788510099053,investing,2,"[602, 559]"
2916,0.0015797788510099053,pump,2,"[727, 559]"
2917,0.0015797788510099053,plate,3,"[585, 561, 901]"
2918,0.0015797788510099053,crime victims,2,"[561, 901]"
2919,0.0015797788510099053,value criminals,2,"[561, 901]"
1794,0.0015797788510099053,spike,2,"[208, 1033]"
1793,0.0015797788510099053,priorities,3,"[208, 581, 935]"
1791,0.0015797788510099053,new mayor,2,"[208, 1035]"
1722,0.0015797788510099053,force,3,"[939, 195, 757]"
1734,0.0015797788510099053,everyone reading,3,"[506, 197, 669]"
1733,0.0015797788510099053,fallen,5,"[197, 554, 651, 597, 858]"
1732,0.0015797788510099053,endured,2,"[368, 197]"
1731,0.0015797788510099053,field please,2,"[197, 669]"
1730,0.0015797788510099053,cope,3,"[506, 197, 767]"
1729,0.0015797788510099053,help save,5,"[197, 394, 245, 345, 669]"
1728,0.0015797788510099053,discovery,2,"[196, 764]"
1727,0.0015797788510099053,animals,5,"[196, 197, 390, 329, 910]"
1726,0.0015797788510099053,transmit,2,"[196, 917]"
1723,0.0015797788510099053,agenda,4,"[195, 588, 923, 670]"
1537,0.0015797788510099053,also committed,2,"[171, 973]"
2953,0.0015797788510099053,takes less,2,"[576, 974]"
1736,0.0015797788510099053,donates,3,"[506, 197, 669]"
1720,0.0015797788510099053,include,6,"[471, 195, 400, 913, 535, 382]"
2954,0.0015797788510099053,condemned georgia,2,"[576, 974]"
1714,0.0015797788510099053,seat,2,"[193, 747]"
1713,0.0015797788510099053,maintain,3,"[384, 193, 604]"
1711,0.0015797788510099053,private employers,2,"[192, 292]"
1710,0.0015797788510099053,allowing,5,"[192, 519, 400, 917, 382]"
2955,0.0015797788510099053,demand coca,2,"[576, 974]"
1706,0.0015797788510099053,impossible,2,"[820, 190]"
1705,0.0015797788510099053,opposed,3,"[702, 190, 239]"
1703,0.0015797788510099053,deepen,2,"[190, 983]"
1701,0.0015797788510099053,nhs workers,2,"[960, 190]"
2952,0.0015797788510099053,condemn china,2,"[576, 974]"
1737,0.0015797788510099053,keep rangers,2,"[197, 669]"
2945,0.0015797788510099053,live streamed,2,"[902, 574]"
1768,0.0015797788510099053,holding,3,"[201, 511, 447]"
1787,0.0015797788510099053,please donate,2,"[785, 207]"
1785,0.0015797788510099053,podcast,3,"[683, 251, 205]"
2946,0.0015797788510099053,utilize,2,"[901, 574]"
1781,0.0015797788510099053,washington dc,2,"[204, 341]"
1779,0.0015797788510099053,inflation,5,"[521, 428, 204, 689, 415]"
2947,0.0015797788510099053,face covering,2,"[820, 575]"
1774,0.0015797788510099053,uncertainty,4,"[991, 204, 893, 447]"
1773,0.0015797788510099053,feeling,6,"[742, 491, 204, 240, 946, 535]"
1772,0.0015797788510099053,personal,2,"[204, 340]"
1771,0.0015797788510099053,remains,2,"[204, 991]"
1769,0.0015797788510099053,accurate,2,"[202, 350]"
1765,0.0015797788510099053,extended,2,"[201, 482]"
1740,0.0015797788510099053,wife,4,"[731, 948, 901, 198]"
1762,0.0015797788510099053,filed,3,"[201, 978, 558]"
2948,0.0015797788510099053,stop enabling,2,"[576, 974]"
1759,0.0015797788510099053,could never,2,"[201, 239]"
1757,0.0015797788510099053,file,2,"[201, 567]"
1755,0.0015797788510099053,minutes,2,"[201, 993]"
2949,0.0015797788510099053,voting laws,2,"[576, 974]"
2950,0.0015797788510099053,enough use,2,"[576, 974]"
2951,0.0015797788510099053,ten seconds,2,"[576, 974]"
1745,0.0015797788510099053,scenes,2,"[493, 198]"
1743,0.0015797788510099053,moderate,2,"[198, 407]"
1741,0.0015797788510099053,likes,2,"[445, 198]"
1538,0.0015797788510099053,compassionate patient,2,"[171, 973]"
1506,0.0015797788510099053,several years,3,"[168, 867, 901]"
1536,0.0015797788510099053,california must,2,"[171, 973]"
1172,0.0015797788510099053,intended,2,"[112, 805]"
1244,0.0015797788510099053,last years,3,"[121, 939, 150]"
1242,0.0015797788510099053,violence,9,"[384, 1028, 390, 237, 975, 180, 279, 121, 890]"
1241,0.0015797788510099053,protect women,2,"[121, 657]"
1239,0.0015797788510099053,fight back,4,"[121, 178, 700, 351]"
1236,0.0015797788510099053,organise,2,"[121, 700]"
1235,0.0015797788510099053,welfare,2,"[121, 869]"
1234,0.0015797788510099053,coming together,3,"[121, 975, 743]"
1233,0.0015797788510099053,workplaces,3,"[121, 190, 631]"
1231,0.0015797788510099053,justice system,2,"[121, 975]"
1229,0.0015797788510099053,mark,3,"[121, 554, 495]"
1228,0.0015797788510099053,evidence,3,"[120, 196, 188]"
1224,0.0015797788510099053,amount,6,"[321, 1033, 239, 566, 535, 120]"
1221,0.0015797788510099053,advantage,2,"[120, 726]"
1220,0.0015797788510099053,brexit,3,"[120, 953, 630]"
3024,0.0015797788510099053,things like,2,"[630, 935]"
1214,0.0015797788510099053,report call,4,"[504, 372, 117, 133]"
1209,0.0015797788510099053,true read,2,"[117, 133]"
1206,0.0015797788510099053,shop,8,"[513, 333, 372, 117, 630, 504, 985, 991]"
1204,0.0015797788510099053,raise awareness,3,"[390, 116, 382]"
1202,0.0015797788510099053,tru,2,"[761, 116]"
1197,0.0015797788510099053,quarantine camps,2,"[114, 438]"
1194,0.0015797788510099053,always please,3,"[192, 1033, 114]"
1189,0.0015797788510099053,threats,4,"[192, 114, 746, 670]"
1187,0.0015797788510099053,donate,8,"[192, 705, 131, 484, 168, 114, 498, 252]"
3025,0.0015797788510099053,pursue,2,"[643, 630]"
1177,0.0015797788510099053,qualify,2,"[112, 837]"
1174,0.0015797788510099053,supervisors,2,"[112, 345]"
1245,0.0015797788510099053,stronger,2,"[121, 618]"
1246,0.0015797788510099053,puts profits,2,"[121, 178]"
1247,0.0015797788510099053,live independently,2,"[121, 255]"
1269,0.0015797788510099053,hoping,2,"[128, 648]"
1288,0.0015797788510099053,succeed,2,"[129, 1005]"
1287,0.0015797788510099053,involved,2,"[129, 519]"
1282,0.0015797788510099053,nominations,2,"[128, 777]"
1280,0.0015797788510099053,appreciation,2,"[128, 654]"
1279,0.0015797788510099053,helped,7,"[128, 867, 1028, 207, 343, 985, 255]"
1277,0.0015797788510099053,three days,2,"[128, 204]"
1276,0.0015797788510099053,fill,3,"[128, 298, 255]"
1275,0.0015797788510099053,friday january,4,"[128, 594, 834, 309]"
1274,0.0015797788510099053,deadline,2,"[128, 201]"
1273,0.0015797788510099053,public services,2,"[128, 729]"
1272,0.0015797788510099053,community group,2,"[128, 893]"
1271,0.0015797788510099053,award,3,"[128, 858, 445]"
1268,0.0015797788510099053,also provide,3,"[985, 858, 126]"
1250,0.0015797788510099053,trusted,2,"[121, 661]"
1267,0.0015797788510099053,human trafficking,2,"[944, 126]"
1266,0.0015797788510099053,ever,16,"[1024, 162, 901, 168, 298, 299, 554, 333, 270, 686, 561, 466, 660, 214, 124, 382]"
1264,0.0015797788510099053,msnbc,2,"[314, 123]"
1263,0.0015797788510099053,mainstream media,2,"[123, 764]"
1262,0.0015797788510099053,inequality,2,"[321, 122]"
3023,0.0015797788510099053,time given,2,"[913, 628]"
1259,0.0015797788510099053,essential,2,"[809, 122]"
1258,0.0015797788510099053,killed,7,"[1028, 554, 910, 819, 279, 121, 989]"
1257,0.0015797788510099053,normality,2,"[121, 975]"
1256,0.0015797788510099053,murder,2,"[121, 289]"
1253,0.0015797788510099053,keep people,2,"[121, 554]"
1251,0.0015797788510099053,estimated,2,"[121, 985]"
1173,0.0015797788510099053,months,9,"[487, 170, 554, 686, 112, 402, 247, 985, 891]"
1170,0.0015797788510099053,long time,3,"[112, 361, 553]"
1291,0.0015797788510099053,participated,2,"[129, 523]"
1169,0.0015797788510099053,approach,3,"[112, 482, 591]"
3027,0.0015797788510099053,reasons,3,"[894, 939, 630]"
3028,0.0015797788510099053,moms,2,"[716, 631]"
1092,0.0015797788510099053,multiple crises,2,"[104, 178]"
1091,0.0015797788510099053,allow,3,"[104, 492, 255]"
1083,0.0015797788510099053,fossil fuel,2,"[104, 314]"
1082,0.0015797788510099053,bottom,3,"[104, 361, 451]"
1081,0.0015797788510099053,social justice,2,"[104, 177]"
1080,0.0015797788510099053,assisting,2,"[858, 102]"
1079,0.0015797788510099053,monitoring,2,"[803, 102]"
3030,0.0015797788510099053,covid showed,2,"[847, 631]"
1075,0.0015797788510099053,equal opportunity,2,"[451, 102]"
1074,0.0015797788510099053,two,6,"[134, 102, 168, 359, 1005, 948]"
1073,0.0015797788510099053,race color,2,"[513, 102]"
1071,0.0015797788510099053,four years,2,"[384, 102]"
1070,0.0015797788510099053,older adults,4,"[171, 973, 102, 203]"
1066,0.0015797788510099053,school district,2,"[129, 100]"
1065,0.0015797788510099053,went viral,2,"[201, 100]"
1063,0.0015797788510099053,pocket,2,"[667, 100]"
1055,0.0015797788510099053,aim,2,"[98, 602]"
1054,0.0015797788510099053,conduct,2,"[98, 382]"
1053,0.0015797788510099053,earlier,2,"[97, 535]"
1052,0.0015797788510099053,appreciated,2,"[97, 253]"
1050,0.0015797788510099053,evaluate,2,"[96, 1005]"
1049,0.0015797788510099053,released,7,"[96, 705, 265, 649, 333, 336, 217]"
1047,0.0015797788510099053,voters,3,"[96, 575, 239]"
1046,0.0015797788510099053,politicized,3,"[795, 237, 95]"
1034,0.0015797788510099053,postponed,2,"[858, 91]"
1102,0.0015797788510099053,independent businesses,2,"[109, 495]"
1104,0.0015797788510099053,used,13,"[133, 805, 713, 745, 939, 109, 814, 239, 626, 950, 120, 729, 863]"
1105,0.0015797788510099053,one year,4,"[535, 815, 110, 167]"
1135,0.0015797788510099053,law,10,"[482, 809, 844, 302, 112, 720, 467, 597, 278, 254]"
1168,0.0015797788510099053,short,3,"[112, 890, 492]"
1166,0.0015797788510099053,visitors,4,"[112, 769, 562, 255]"
1164,0.0015797788510099053,input,2,"[112, 912]"
1163,0.0015797788510099053,thought,6,"[265, 299, 112, 240, 176, 660]"
1159,0.0015797788510099053,laws,2,"[112, 198]"
1149,0.0015797788510099053,promote,4,"[112, 492, 150, 518]"
1148,0.0015797788510099053,san francisco,4,"[112, 321, 496, 367]"
1147,0.0015797788510099053,public comment,2,"[112, 726]"
1146,0.0015797788510099053,prove,3,"[112, 786, 459]"
1144,0.0015797788510099053,low,4,"[112, 121, 1035, 715]"
1141,0.0015797788510099053,financial numbers,2,"[112, 887]"
1137,0.0015797788510099053,verify,2,"[112, 855]"
1134,0.0015797788510099053,promised,2,"[112, 184]"
1106,0.0015797788510099053,russia,2,"[566, 110]"
1128,0.0015797788510099053,bus,2,"[112, 252]"
1127,0.0015797788510099053,clients,5,"[134, 171, 973, 112, 826]"
1125,0.0015797788510099053,leaves,2,"[112, 150]"
1123,0.0015797788510099053,explained,2,"[112, 493]"
1120,0.0015797788510099053,groups,2,"[112, 893]"
1118,0.0015797788510099053,trained,2,"[112, 240]"
1117,0.0015797788510099053,sustain,2,"[112, 660]"
1116,0.0015797788510099053,implementation,2,"[112, 719]"
1114,0.0015797788510099053,questions regarding,2,"[112, 350]"
3026,0.0015797788510099053,responsibility,2,"[1028, 630]"
1110,0.0015797788510099053,biden presidency,2,"[1005, 110]"
1107,0.0015797788510099053,elect new,2,"[214, 110]"
3022,0.0015797788510099053,normal state,3,"[913, 628, 630]"
1292,0.0015797788510099053,significant,2,"[129, 953]"
1535,0.0015797788510099053,flexible,2,"[171, 973]"
2994,0.0015797788510099053,urgent,2,"[616, 657]"
1491,0.0015797788510099053,utilities,2,"[165, 863]"
1489,0.0015797788510099053,expectation,2,"[418, 164]"
1487,0.0015797788510099053,voice,4,"[657, 195, 164, 492]"
1486,0.0015797788510099053,treasury,2,"[163, 863]"
2982,0.0015797788510099053,origins,2,"[601, 978]"
2983,0.0015797788510099053,support local,2,"[602, 868]"
2984,0.0015797788510099053,public spaces,2,"[604, 887]"
1467,0.0015797788510099053,colleagues,2,"[345, 157]"
1462,0.0015797788510099053,reservations,2,"[616, 157]"
1461,0.0015797788510099053,proceed,2,"[192, 157]"
1457,0.0015797788510099053,notion,2,"[761, 157]"
1456,0.0015797788510099053,course,3,"[514, 660, 157]"
1451,0.0015797788510099053,faith,3,"[554, 746, 157]"
1448,0.0015797788510099053,parliament,2,"[761, 157]"
1444,0.0015797788510099053,anything,4,"[667, 157, 397, 518]"
2985,0.0015797788510099053,city officials,2,"[1035, 604]"
2986,0.0015797788510099053,nurture,2,"[660, 604]"
2987,0.0015797788510099053,innovation,3,"[908, 875, 604]"
2989,0.0015797788510099053,people living,2,"[611, 967]"
1428,0.0015797788510099053,day today,2,"[153, 247]"
1427,0.0015797788510099053,speak,6,"[902, 814, 729, 726, 153, 670]"
1426,0.0015797788510099053,surprise,2,"[153, 348]"
1425,0.0015797788510099053,theme,3,"[153, 594, 545]"
1424,0.0015797788510099053,gen z,2,"[152, 247]"
1423,0.0015797788510099053,zooming,2,"[152, 168]"
2992,0.0015797788510099053,small,2,"[1028, 615]"
1419,0.0015797788510099053,longer,3,"[573, 150, 254]"
1495,0.0015797788510099053,biden harris,3,"[586, 406, 167]"
2979,0.0015797788510099053,frontline healthcare,2,"[1025, 598]"
1497,0.0015797788510099053,stores,2,"[769, 167]"
1518,0.0015797788510099053,message today,2,"[1040, 170]"
1534,0.0015797788510099053,provide non,2,"[171, 973]"
1533,0.0015797788510099053,better performance,2,"[171, 973]"
1532,0.0015797788510099053,care pros,2,"[171, 973]"
1531,0.0015797788510099053,help others,2,"[171, 973]"
1530,0.0015797788510099053,ppe,3,"[973, 171, 419]"
1529,0.0015797788510099053,provide care,2,"[171, 973]"
1528,0.0015797788510099053,also pay,2,"[171, 973]"
