,attention,name,num_nodes,docs
3060,0.005376344081014395,recognize,2,"[667, 902]"
2703,0.005376344081014395,listening,2,"[456, 467]"
2191,0.005376344081014395,welcome dr,2,"[296, 621]"
2892,0.005376344081014395,image,2,"[554, 902]"
2893,0.005376344081014395,presence,2,"[554, 902]"
2894,0.005376344081014395,heaven,2,"[554, 902]"
2111,0.005376344081014395,liberal democrat,2,"[265, 985]"
2113,0.005376344081014395,covid regulations,2,"[265, 333]"
2895,0.005376344081014395,wearing,3,"[808, 554, 565]"
2693,0.005376344081014395,nature,2,"[554, 452]"
2692,0.005376344081014395,inject,2,"[554, 452]"
2902,0.005376344081014395,praise,2,"[554, 902]"
2029,0.005376344081014395,country open,2,"[254, 599]"
2118,0.005376344081014395,resign,3,"[265, 891, 311]"
2178,0.005376344081014395,speaks,2,"[296, 621]"
2799,0.005376344081014395,local public,2,"[508, 844]"
1666,0.005376344081014395,mask mandates,6,"[878, 188, 378, 412, 413, 702]"
2249,0.005376344081014395,senior civil,2,"[891, 311]"
2251,0.005376344081014395,voters including,2,"[891, 311]"
1645,0.005376344081014395,best protection,4,"[512, 330, 269, 182]"
2250,0.005376344081014395,national police,2,"[891, 311]"
12,0.005376344081014395,keep one,2,"[1, 485]"
2259,0.005376344081014395,backed conservatives,2,"[891, 311]"
7,0.005376344081014395,schools going,2,"[1, 485]"
1644,0.005376344081014395,delay get,4,"[443, 293, 182, 782]"
2237,0.005376344081014395,booze party,2,"[891, 311]"
1522,0.005376344081014395,tory government,2,"[456, 170]"
545,0.005376344081014395,senior center,2,"[32, 749]"
1643,0.005376344081014395,simple getting,2,"[293, 182]"
2256,0.005376344081014395,savanta comres,2,"[891, 311]"
2175,0.005376344081014395,dr genova,2,"[296, 621]"
2239,0.005376344081014395,figures,2,"[891, 311]"
2253,0.005376344081014395,wales issued,2,"[891, 311]"
22,0.005376344081014395,minneapolis,2,"[2, 629]"
2260,0.005376344081014395,breaches,2,"[891, 311]"
537,0.005376344081014395,physical,2,"[32, 341]"
2176,0.005376344081014395,disorders,2,"[296, 621]"
2240,0.005376344081014395,lockdown laws,2,"[891, 311]"
2,0.005376344081014395,coworkers,2,"[0, 168]"
17,0.005376344081014395,help get,2,"[64, 1]"
763,0.0053763436153531075,faith leaders,2,"[57, 241]"
2185,0.0053763436153531075,safety protocols,3,"[296, 621, 790]"
16,0.0053763436153531075,social distancing,3,"[1, 732, 767]"
550,0.0053763436153531075,extremely vulnerable,2,"[32, 413]"
2929,0.0053763436153531075,nhs app,2,"[562, 757]"
2660,0.0053763436153531075,nhs services,2,"[443, 782]"
2661,0.0053763436153531075,reduce pressure,2,"[443, 782]"
1516,0.0053763436153531075,christmas party,3,"[456, 170, 333]"
2691,0.0053763436153531075,banned,2,"[452, 508]"
2244,0.0053763436153531075,subject,2,"[941, 311]"
120,0.0053763436153531075,test negative,2,"[434, 13]"
1681,0.0053763436153531075,covid information,2,"[641, 189]"
1775,0.005033400375396013,opposition,4,"[265, 314, 204, 805]"
2110,0.00497897295281291,revelations,3,"[336, 265, 554]"
1455,0.004966722801327705,prime minister,8,"[456, 265, 170, 1032, 527, 311, 891, 157]"
1342,0.004954540636390448,park,2,"[265, 135]"
2014,0.004941705614328384,local government,3,"[265, 251, 508]"
2117,0.004940749611705542,broken,2,"[265, 631]"
2850,0.004913315176963806,accordance,3,"[588, 812, 535]"
2108,0.004908157512545586,judgement,2,"[265, 514]"
3220,0.004884947557002306,april,2,"[1013, 975]"
2999,0.004853997845202684,invite,2,"[618, 683]"
2130,0.004853051155805588,church,4,"[272, 336, 812, 902]"
890,0.004801301751285791,say good,2,"[72, 265]"
2173,0.004790858365595341,full bio,3,"[296, 840, 621]"
2376,0.00468460051342845,thursday january,5,"[779, 621, 341, 382, 447]"
1667,0.004681927617639303,especially,3,"[188, 252, 238]"
2245,0.004644729662686586,venue,5,"[394, 490, 820, 311, 891]"
1816,0.00458315946161747,ballot box,2,"[241, 212]"
2965,0.004567792639136314,make sense,2,"[584, 925]"
1453,0.004555095918476582,boris johnson,7,"[456, 428, 333, 975, 311, 891, 157]"
1307,0.004553918726742268,martin luther,2,"[129, 241]"
2969,0.004551319405436516,zoom meeting,2,"[618, 588]"
2968,0.004535213578492403,performance,2,"[588, 991]"
1011,0.004533291794359684,teachers,3,"[801, 85, 423]"
2258,0.004522994160652161,five days,4,"[456, 1033, 891, 311]"
2109,0.004514626692980528,leader,4,"[265, 514, 730, 311]"
1956,0.004510244354605675,rally,2,"[241, 660]"
2898,0.004499642178416252,father,3,"[554, 683, 901]"
2119,0.004478846676647663,held,4,"[265, 858, 382, 271]"
759,0.004454375244677067,launching,3,"[56, 130, 64]"
1652,0.004361480940133333,state legislator,2,"[185, 844]"
247,0.004314448684453964,infectious,2,"[18, 68]"
2991,0.004311730619519949,air,2,"[1035, 613]"
3130,0.004296391736716032,many ways,2,"[746, 902]"
589,0.004287363961338997,materials,2,"[64, 35]"
1344,0.004267406649887562,kick,3,"[151, 587, 135]"
2361,0.004263688810169697,spent time,2,"[336, 857]"
2115,0.004253401421010494,parties,2,"[720, 265]"
2854,0.004249917343258858,practice social,3,"[688, 902, 535]"
2292,0.004227559547871351,excerpt,2,"[321, 683]"
1410,0.004211613442748785,words,2,"[902, 150]"
34,0.004207693971693516,restaurants,3,"[985, 2, 887]"
1014,0.0042035626247525215,new world,2,"[764, 85]"
2836,0.004189637489616871,chicago,3,"[523, 636, 822]"
1018,0.004178919363766909,burnout,2,"[85, 775]"
1764,0.004168609157204628,mask,17,"[512, 452, 808, 201, 330, 554, 333, 685, 878, 596, 630, 535, 790, 537, 822, 886, 412]"
3205,0.004162431228905916,christmas period,3,"[880, 969, 985]"
2802,0.004156395792961121,medical experts,2,"[676, 510]"
2238,0.004151288885623217,hour,2,"[660, 311]"
2408,0.004150708671659231,destroy,3,"[452, 902, 351]"
2241,0.004148594103753567,meet one,2,"[869, 311]"
3058,0.0041341716423630714,soul,2,"[746, 667]"
197,0.004131476394832134,wounds,2,"[18, 902]"
1337,0.00409905007109046,racial justice,2,"[902, 134]"
2358,0.004096269607543945,every,3,"[336, 755, 341]"
2356,0.004094564821571112,sin,2,"[336, 902]"
530,0.004065521061420441,virtual,3,"[32, 275, 382]"
1770,0.004062225576490164,new york,10,"[835, 296, 809, 203, 621, 238, 431, 309, 697, 543]"
1052,0.00405913358554244,appreciated,2,"[97, 253]"
536,0.004041577689349651,covid safe,3,"[32, 473, 503]"
1408,0.0040406170301139355,blinds,2,"[667, 150]"
3131,0.004038235638290644,closed,3,"[837, 749, 790]"
2856,0.00402086041867733,holy spirit,2,"[902, 535]"
2852,0.00402086041867733,christ,2,"[902, 535]"
1885,0.004017905332148075,recent events,2,"[746, 237]"
1452,0.0040113115683197975,led,4,"[344, 812, 157, 295]"
1051,0.004004339687526226,food trucks,3,"[97, 633, 798]"
432,0.003997548948973417,message,10,"[129, 714, 588, 336, 241, 528, 309, 667, 316, 30]"
974,0.003994597587734461,fear,5,"[99, 325, 80, 85, 157]"
2541,0.003976527601480484,joy,4,"[667, 397, 902, 967]"
2655,0.003968763630837202,watching,2,"[812, 438]"
1422,0.003964184783399105,protest,4,"[152, 321, 445, 1013]"
1887,0.003961408510804176,far right,3,"[508, 300, 237]"
575,0.00395851768553257,educating,2,"[34, 85]"
971,0.0039545632898807526,stark reality,2,"[80, 902]"
1716,0.003953333478420973,center,3,"[194, 204, 314]"
2334,0.003950030077248812,longer required,2,"[992, 333]"
1722,0.003949344158172607,force,3,"[939, 195, 757]"
1661,0.003946493845432997,decide,4,"[450, 188, 429, 906]"
1180,0.003944350406527519,visit,8,"[615, 456, 265, 812, 113, 344, 701, 478]"
1451,0.003908038605004549,faith,3,"[554, 746, 157]"
1385,0.0039028064347803593,gather,4,"[241, 146, 629, 902]"
3211,0.0038982427213340998,high street,2,"[985, 893]"
1518,0.0038828072138130665,message today,2,"[1040, 170]"
1662,0.00386592885479331,imagine,4,"[224, 658, 259, 188]"
3059,0.0038634042721241713,black,2,"[667, 987]"
1873,0.003849942935630679,severe illness,3,"[641, 234, 714]"
1053,0.0038466863334178925,earlier,2,"[97, 535]"
2125,0.0038457640912383795,latest covid,5,"[770, 268, 588, 662, 413]"
2030,0.0038456942420452833,measures,3,"[699, 254, 758]"
1515,0.0038423382211476564,tories,2,"[178, 170]"
3223,0.003817535936832428,risk losing,2,"[985, 1025]"
326,0.0038075922057032585,restrict,2,"[1013, 21]"
2017,0.003803533036261797,shop local,2,"[985, 251]"
1464,0.0037823193706572056,restrictions,5,"[456, 490, 459, 311, 157]"
209,0.0037758348044008017,guide,2,"[633, 18]"
1437,0.00376302027143538,opponent,3,"[412, 681, 156]"
2601,0.003749408759176731,imposed,2,"[418, 844]"
2158,0.0037384252063930035,scheduled,3,"[288, 749, 311]"
654,0.0037017283029854298,elected officials,5,"[648, 43, 1035, 241, 83]"
831,0.003697009291499853,fantastic news,2,"[73, 69]"
2248,0.0036850247997790575,conservatives,2,"[953, 311]"
1781,0.0036806107964366674,washington dc,2,"[204, 341]"
1889,0.0036734221503138542,pose,2,"[939, 237]"
1717,0.0036651911213994026,good time,5,"[194, 554, 204, 975, 639]"
1470,0.003655094187706709,urging,3,"[157, 645, 975]"
1013,0.003642145311459899,secret,2,"[492, 85]"
3072,0.0036397704388946295,italy,2,"[683, 1038]"
1769,0.00361358979716897,accurate,2,"[202, 350]"
292,0.0036087259650230408,personal freedoms,3,"[544, 18, 452]"
1063,0.0036051238421350718,pocket,2,"[667, 100]"
377,0.0035980762913823128,begins,2,"[333, 30]"
1785,0.0035960455425083637,podcast,3,"[683, 251, 205]"
861,0.0035922566894441843,rules,7,"[70, 456, 265, 842, 943, 953, 475]"
1891,0.0035912839230149984,terrorism,2,"[376, 237]"
1520,0.0035815469454973936,another,3,"[953, 170, 478]"
1021,0.0035812626592814922,campus,2,"[85, 255]"
1718,0.0035759625025093555,enforcing,3,"[194, 198, 378]"
1443,0.00357114989310503,masks,18,"[512, 419, 1027, 296, 554, 171, 587, 621, 878, 973, 975, 241, 658, 759, 634, 667, 188, 157]"
1688,0.003570652799680829,consistent,3,"[265, 190, 519]"
2277,0.0035670066718012094,work without,3,"[528, 316, 631]"
2257,0.0035657864063978195,sacrificed,3,"[463, 917, 311]"
1048,0.00354976998642087,rest,12,"[96, 891, 168, 170, 619, 1035, 333, 115, 467, 311, 667, 699]"
162,0.003547191619873047,numbers,3,"[18, 508, 318]"
2792,0.0035460959188640118,higher,3,"[521, 508, 749]"
1056,0.003546037245541811,determine whether,2,"[98, 676]"
224,0.0035370266996324062,trust,7,"[928, 510, 265, 975, 18, 893, 894]"
2136,0.003531001042574644,vaccine clinic,2,"[277, 622]"
3170,0.0035261206794530153,african american,2,"[902, 814]"
875,0.003521404694765806,teacher,4,"[1035, 1013, 70, 615]"
2654,0.0035184230655431747,authority,2,"[676, 438]"
3067,0.0035116332583129406,get ready,2,"[757, 678]"
2378,0.003507760586217046,questions live,2,"[618, 341]"
1228,0.0034984895028173923,evidence,3,"[120, 196, 188]"
2375,0.003498263191431761,detroit public,2,"[341, 445]"
1043,0.003496515564620495,voting rights,3,"[241, 449, 93]"
2114,0.003496369579806924,behaviour,3,"[265, 1038, 447]"
373,0.003495799843221903,truly believe,2,"[85, 30]"
1521,0.0034946773666888475,tired,5,"[423, 1000, 170, 886, 185]"
10,0.003492698771879077,latest coronavirus,3,"[880, 1, 485]"
116,0.003489644266664982,england,8,"[13, 239, 111, 434, 562, 311, 891, 190]"
2128,0.0034829929936677217,attendance,5,"[719, 271, 820, 473, 858]"
2899,0.0034789731726050377,usual,4,"[929, 554, 812, 858]"
2246,0.003469893941655755,reported,2,"[858, 311]"
19,0.0034661581739783287,attorney general,2,"[2, 1026]"
3106,0.0034657586365938187,exposure,2,"[714, 975]"
1840,0.0034641087986528873,help protect,8,"[388, 293, 773, 684, 812, 782, 216, 443]"
2264,0.003439469961449504,first lockdown,3,"[939, 660, 311]"
910,0.003436821745708585,average,4,"[985, 74, 699, 508]"
241,0.0034361782018095255,meantime,3,"[624, 18, 1039]"
52,0.003429846139624715,health,26,"[641, 130, 5, 393, 524, 20, 406, 545, 296, 169, 552, 684, 306, 188, 190, 195, 716, 977, 470, 984, 741, 746, 621, 749, 630, 508]"
24,0.0034293029457330704,follow,6,"[2, 482, 202, 554, 790, 318]"
122,0.0034227275755256414,boston globe,2,"[14, 1007]"
905,0.003403098788112402,signs,2,"[73, 204]"
2722,0.0034004703629761934,hurting,3,"[554, 467, 559]"
2242,0.0033980803564190865,published,2,"[317, 311]"
895,0.003394673578441143,big news,2,"[73, 893]"
1083,0.003389865392819047,fossil fuel,2,"[104, 314]"
2540,0.0033885007724165916,opening,3,"[939, 548, 397]"
2370,0.0033734093885868788,announced,6,"[1028, 812, 338, 985, 634, 351]"
2841,0.003371163737028837,one another,3,"[524, 822, 975]"
2268,0.0033492371439933777,bret baier,2,"[314, 500]"
1663,0.0033417304512113333,control,10,"[423, 876, 205, 766, 239, 878, 370, 789, 188, 478]"
1642,0.0033323552925139666,winter,7,"[636, 293, 686, 782, 182, 443, 668]"
2727,0.003318715374916792,n masks,2,"[704, 473]"
1203,0.0033166082575917244,thoughts,6,"[676, 805, 1028, 627, 116, 538]"
2127,0.0033060212153941393,brand new,3,"[459, 309, 271]"
1251,0.00329999765381217,estimated,2,"[121, 985]"
2247,0.0032922455575317144,poll,6,"[1027, 627, 979, 311, 891, 382]"
1459,0.003289492568001151,quickly,4,"[473, 637, 157, 801]"
1465,0.0032886997796595097,months ahead,2,"[1002, 157]"
1763,0.0032827232498675585,caused,4,"[201, 1003, 588, 997]"
3169,0.003272309200838208,winners,3,"[858, 812, 975]"
938,0.0032656684052199125,guests,3,"[820, 341, 79]"
528,0.003265231614932418,happiness,2,"[32, 643]"
899,0.003261274192482233,hosting,8,"[73, 812, 368, 633, 499, 277, 473, 798]"
2486,0.0032605715095996857,simply,2,"[378, 415]"
638,0.0032378442119807005,january committee,2,"[40, 314]"
617,0.0032378442119807005,usc c,2,"[40, 314]"
1016,0.0032352556008845568,anxiety,2,"[240, 85]"
370,0.0032312425319105387,gzeroworld,3,"[896, 907, 29]"
1514,0.003207471687346697,one rule,2,"[953, 170]"
903,0.003199459984898567,symptoms,8,"[456, 73, 714, 1033, 685, 1007, 240, 880]"
542,0.0031854279804974794,community services,2,"[32, 445]"
256,0.0031821653246879578,body,6,"[452, 554, 80, 18, 667, 542]"
1730,0.003176482394337654,cope,3,"[506, 197, 767]"
1970,0.003148777177557349,hit,2,"[985, 244]"
1969,0.003140672342851758,failure,5,"[844, 337, 691, 244, 508]"
2889,0.0031386329792439938,earth,3,"[553, 996, 902]"
2863,0.0031323519069701433,forward,2,"[562, 535]"
1894,0.003112286562100053,common sense,3,"[369, 492, 238]"
3102,0.0031071677803993225,opens,2,"[706, 902]"
1448,0.0031062213238328695,parliament,2,"[761, 157]"
1457,0.0031062213238328695,notion,2,"[761, 157]"
398,0.00309437676332891,entrepreneurs,2,"[985, 30]"
3043,0.0030931138899177313,hiding,2,"[667, 644]"
2840,0.003091289894655347,abundance,2,"[524, 749]"
1499,0.0030793463811278343,many small,2,"[168, 663]"
2330,0.00307905999943614,surge,6,"[610, 548, 331, 975, 498, 985]"
602,0.003072570078074932,booster jab,5,"[36, 293, 678, 1036, 182]"
1723,0.0030716843903064728,agenda,4,"[195, 588, 923, 670]"
1439,0.0030706797260791063,attacked,3,"[705, 156, 423]"
3035,0.0030700042843818665,spacewalk,2,"[633, 798]"
3034,0.0030700042843818665,pediatric vaccination,2,"[633, 798]"
493,0.0030545727349817753,state legislators,3,"[648, 275, 30]"
2265,0.0030520649161189795,encouraged mitigatinghesitancy,2,"[312, 778]"
2025,0.003041470656171441,classrooms,2,"[485, 253]"
970,0.0030364941339939833,experiences,4,"[80, 683, 355, 565]"
2686,0.0030269944109022617,fda,2,"[450, 547]"
164,0.003009780775755644,heart,7,"[554, 908, 178, 18, 275, 309, 985]"
1006,0.0030046175234019756,covid safety,5,"[231, 489, 83, 152, 667]"
2835,0.002995595568791032,registered,2,"[562, 523]"
1171,0.002994745736941695,two years,4,"[112, 985, 178, 658]"
1163,0.002986735664308071,thought,6,"[265, 299, 112, 240, 176, 660]"
568,0.002981183584779501,lab,3,"[33, 554, 452]"
1895,0.002974602160975337,normalcy,2,"[491, 238]"
3101,0.002963002072647214,assist,4,"[857, 705, 858, 749]"
3165,0.0029616926331073046,health protection,2,"[808, 890]"
2760,0.0029602451249957085,ruin,2,"[490, 491]"
1145,0.002955826697871089,sure,6,"[998, 812, 112, 401, 820, 887]"
2729,0.0029544003773480654,drive,5,"[1033, 1039, 727, 473, 639]"
2805,0.002944698790088296,follow covid,2,"[513, 527]"
2350,0.002926172222942114,walk away,2,"[336, 805]"
2261,0.0029215055983513594,attended,3,"[858, 523, 311]"
1435,0.0029161954298615456,stood,2,"[962, 156]"
1462,0.0029153127688914537,reservations,2,"[616, 157]"
2026,0.002912952331826091,massive covid,2,"[740, 253]"
2716,0.002906658686697483,agendas,2,"[467, 975]"
837,0.002902890322729945,pray,4,"[520, 807, 69, 535]"
2717,0.002901249099522829,extremism,2,"[467, 691]"
156,0.00289955735206604,coronavirus,5,"[516, 554, 18, 698, 859]"
917,0.0028943174984306097,events,9,"[134, 265, 75, 459, 237, 562, 275, 755, 567]"
1893,0.0028926788363605738,covid mandates,6,"[421, 965, 908, 238, 431, 658]"
1461,0.0028875060379505157,proceed,2,"[192, 157]"
2042,0.0028827537316828966,years old,3,"[641, 269, 255]"
63,0.002882710425183177,caution,2,"[749, 6]"
3144,0.0028799420688301325,passport,2,"[769, 836]"
1333,0.002854252001270652,inside,2,"[820, 134]"
1093,0.002851778408512473,discussion,4,"[104, 112, 382, 588]"
108,0.002849385840818286,exposed,10,"[70, 11, 975, 336, 820, 725, 54, 790, 444, 255]"
2112,0.0028434372507035732,record,5,"[265, 493, 526, 726, 858]"
3177,0.0028376576956361532,ben,2,"[1035, 820]"
2905,0.00283502577804029,claiming,2,"[554, 925]"
1501,0.0028185786213725805,waiting list,2,"[168, 939]"
1109,0.0028127043042331934,preparing,3,"[692, 110, 255]"
2031,0.002803124487400055,suggested,2,"[939, 254]"
2544,0.0027932049706578255,fights,2,"[397, 423]"
212,0.002791093196719885,unacceptable,2,"[18, 740]"
2275,0.0027773643378168344,midst,3,"[755, 316, 390]"
2972,0.0027761857490986586,vaccine passports,2,"[592, 769]"
2124,0.0027761247474700212,already said,2,"[268, 925]"
932,0.0027731105219572783,saturday december,2,"[633, 79]"
1108,0.002767981728538871,time high,2,"[1037, 110]"
2339,0.002767695812508464,texans,2,"[467, 335]"
1046,0.00276742922142148,politicized,3,"[795, 237, 95]"
3074,0.0027658820617944,got vaccinated,2,"[684, 1030]"
1841,0.0027626522351056337,sharing,2,"[216, 824]"
1664,0.00275624031201005,concerns,5,"[259, 913, 979, 188, 447]"
3134,0.002743043238297105,mindful,2,"[755, 975]"
906,0.002739455783739686,attend,12,"[73, 683, 588, 527, 719, 241, 751, 753, 820, 858, 574, 511]"
1289,0.0027361931279301643,long overdue,2,"[129, 238]"
2837,0.0027332338504493237,updates,4,"[924, 851, 524, 812]"
1665,0.002726202365010977,respect,5,"[326, 265, 394, 507, 188]"
1089,0.0027260177303105593,ideas,2,"[104, 354]"
2901,0.002723578130826354,anyway,2,"[554, 810]"
1641,0.0027180183678865433,third dose,2,"[1018, 182]"
2510,0.002714213216677308,achieved,3,"[985, 893, 389]"
269,0.002709809923544526,science,9,"[452, 842, 878, 975, 369, 18, 692, 920, 508]"
1760,0.0027061232831329107,shame,3,"[201, 917, 527]"
277,0.0027041591238230467,covid despite,2,"[18, 478]"
210,0.002703855512663722,best,14,"[354, 643, 742, 170, 331, 591, 336, 18, 498, 284, 886, 188, 157, 30]"
2424,0.0026993362698704004,empower,2,"[354, 874]"
1446,0.0026982480194419622,extending,2,"[869, 157]"
2801,0.0026970854960381985,right things,2,"[893, 509]"
3104,0.002695240080356598,get one,2,"[710, 807]"
1472,0.0026926856953650713,affront,2,"[579, 157]"
2772,0.002688420470803976,tax,2,"[985, 495]"
655,0.0026807633694261312,expire,2,"[43, 157]"
86,0.0026739416643977165,person,22,"[260, 902, 519, 10, 275, 535, 667, 296, 683, 55, 195, 329, 82, 213, 344, 354, 871, 746, 621, 241, 759, 378]"
2210,0.0026738399174064398,new law,2,"[533, 302]"
608,0.0026702117174863815,spread,23,"[641, 515, 902, 1033, 397, 271, 156, 157, 417, 676, 805, 39, 45, 820, 567, 330, 76, 596, 858, 478, 749, 633, 508]"
2097,0.002662797924131155,recommend,6,"[260, 296, 746, 621, 790, 759]"
2015,0.0026627364568412304,feet,2,"[889, 251]"
1708,0.0026576798409223557,mean earlier,2,"[636, 191]"
2093,0.002656628144904971,arizona federal,2,"[260, 621]"
2080,0.002656628144904971,joining,2,"[260, 621]"
2088,0.002656628144904971,season tickets,2,"[260, 621]"
2091,0.002656628144904971,waitlist,2,"[260, 621]"
2082,0.002656628144904971,arizona speaker,2,"[260, 621]"
2346,0.0026528253220021725,commanded,2,"[336, 478]"
1460,0.002650379203259945,clear,12,"[960, 805, 518, 902, 363, 975, 188, 953, 858, 923, 508, 157]"
2205,0.0026490408927202225,ron desantis,2,"[300, 820]"
396,0.0026472860481590033,august,5,"[588, 180, 699, 317, 30]"
2090,0.0026460476219654083,joining us,6,"[260, 902, 296, 621, 759, 732]"
2418,0.0026447365526109934,role model,2,"[354, 445]"
2597,0.0026428799610584974,skyrocketing,2,"[688, 417]"
732,0.0026395258028060198,paid sick,2,"[425, 54]"
2721,0.0026274884585291147,electrical grid,2,"[467, 869]"
2911,0.0026251671370118856,changed since,2,"[554, 894]"
394,0.0026127765886485577,march,13,"[962, 69, 615, 844, 45, 432, 660, 566, 311, 790, 891, 30, 863]"
2255,0.0026053113397210836,covid outbreak,3,"[785, 972, 311]"
3049,0.002602012362331152,dealt,2,"[658, 858]"
1789,0.0025987382978200912,covid positive,4,"[344, 786, 584, 207]"
1493,0.002595730824396014,vaccinating,2,"[364, 166]"
2768,0.0025933319702744484,establishment,2,"[587, 493]"
2252,0.002593212528154254,attending,3,"[858, 700, 311]"
2422,0.002592379692941904,work today,2,"[354, 660]"
1955,0.0025912635028362274,outdoor event,2,"[241, 332]"
2906,0.002588411560282111,worship,2,"[592, 554]"
3090,0.00258689746260643,best interest,2,"[698, 894]"
1444,0.0025858012959361076,anything,4,"[667, 157, 397, 518]"
2068,0.002582982648164034,telescope health,2,"[256, 714]"
1884,0.0025826876517385244,communication,4,"[840, 237, 902, 975]"
2671,0.002562894020229578,recommends,2,"[692, 445]"
109,0.002559447893872857,new year,14,"[65, 643, 969, 42, 75, 12, 397, 1002, 624, 178, 406, 57, 667, 985]"
781,0.0025584078393876553,current covid,2,"[641, 63]"
2907,0.002555290935561061,honour,2,"[554, 893]"
2868,0.002555115846917033,backs,2,"[960, 537]"
1015,0.0025542627554386854,healthy,3,"[257, 539, 85]"
3107,0.0025519365444779396,associated,2,"[714, 875]"
1106,0.002550325123593211,russia,2,"[566, 110]"
1110,0.0025459935422986746,biden presidency,2,"[1005, 110]"
2391,0.0025453842245042324,get tested,3,"[1033, 346, 548]"
3075,0.0025442708283662796,cut,2,"[769, 684]"
1095,0.0025404582265764475,go get,2,"[714, 106]"
6,0.0025400796439498663,latest figures,2,"[880, 1]"
965,0.00253991037607193,lost several,2,"[80, 755]"
1517,0.002537863329052925,angry,5,"[265, 170, 716, 366, 247]"
2640,0.0025339515414088964,pivot,2,"[521, 435]"
1114,0.0025314015801995993,questions regarding,2,"[112, 350]"
3069,0.002530107507482171,immunity,2,"[1036, 678]"
2485,0.002528582001104951,effectiveness,3,"[378, 1027, 991]"
1845,0.002528203185647726,preventing severe,3,"[466, 218, 714]"
1479,0.002524432260543108,biden handling,2,"[161, 642]"
1480,0.002524432260543108,vax passports,2,"[161, 642]"
2374,0.0025214683264493942,person learning,5,"[801, 753, 341, 1013, 1021]"
2738,0.0025150037836283445,poor,2,"[514, 478]"
1193,0.0025104922242462635,ends,2,"[114, 452]"
2705,0.002509329468011856,defend,2,"[456, 975]"
2209,0.0025089483242481947,full cbn,4,"[572, 661, 302, 599]"
2351,0.002504540840163827,hoped,2,"[336, 508]"
2365,0.002504540840163827,ones,2,"[336, 508]"
2694,0.002502305433154106,lock,2,"[452, 535]"
1594,0.002498815068975091,pints dc,2,"[177, 237]"
1586,0.002498815068975091,two items,2,"[177, 237]"
1612,0.002498815068975091,bier baron,2,"[177, 237]"
1610,0.002498815068975091,previous hours,2,"[177, 237]"
1609,0.002498815068975091,doors talk,2,"[177, 237]"
1607,0.002498815068975091,current district,2,"[177, 237]"
1606,0.002498815068975091,settled,2,"[177, 237]"
